City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
370,Crawfordsville,US,83.8,scattered clouds,40.0411,-86.8745,"Holiday Inn Express & Suites Crawfordsville, an IHG Hotel"
372,Cleveland,US,88.27,few clouds,41.4995,-81.6954,Renaissance Cleveland Hotel
373,Port Lincoln,AU,60.82,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
374,Clarence Town,AU,50.81,scattered clouds,-32.5833,151.7833,River Downs Cottage
376,Kalmunai,LK,80.33,overcast clouds,7.4167,81.8167,VS Villa
377,Kahului,US,86.02,few clouds,20.8947,-156.47,Maui Seaside Hotel
379,Tamandare,BR,76.14,scattered clouds,-8.7597,-35.1047,Pousada 100 Passos
380,Guerrero Negro,MX,69.49,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
382,Kieta,PG,82.51,light rain,-6.2167,155.6333,Uruna Bay Retreat
383,Qom,IR,83.41,clear sky,34.6401,50.8764,Qom Hotel
384,Buchanan,LR,76.96,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
387,Cobija,BO,81.52,overcast clouds,-11.0267,-68.7692,Hotel Obelisco
388,Hamilton,US,84.97,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
389,Ixtapa,MX,86.23,scattered clouds,20.7,-105.2,Hotel Plaza Providencia
390,Heze,CN,83.66,overcast clouds,35.2431,115.4411,Hanting Express Heze North Mudang Road University Town
394,San Bartolome De Tirajana,ES,57.67,scattered clouds,27.9248,-15.5733,Las Tirajanas
395,Surt,LY,73.54,scattered clouds,31.2089,16.5887,الهادي ابوشعاله سرت
398,Rio Verde De Mato Grosso,BR,77.77,few clouds,-18.9181,-54.8442,Hotel Valência
399,Saldanha,ZA,57.25,clear sky,-33.0117,17.9442,Blue Bay Lodge
400,Ternate,ID,81.32,overcast clouds,0.8,127.4,Grand Dafam Bela Ternate
403,Ambositra,MG,50.34,overcast clouds,-20.5167,47.25,Grand Hôtel
404,Wufeng,CN,59.81,overcast clouds,27.45,104.8333,中山宾馆
406,Piney Green,US,83.26,few clouds,34.716,-77.3202,Holiday City Mobile Home Community
407,Saint-Leu,RE,72.46,light rain,-21.15,55.2833,La Caz Oceane
409,Faya,SA,70.32,clear sky,18.3851,42.4509,مقبرة ال مجمل
410,Gazanjyk,TM,72.79,clear sky,39.2446,55.5154,Railway motel
411,Mogocha,RU,66.51,few clouds,53.7333,119.7667,Yalta Inn
412,Nyrob,RU,51.82,broken clouds,60.733000000000004,56.7202,Gostinitsa
413,Pilar,BR,76.93,few clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
414,Russell,US,85.71,scattered clouds,32.3502,-85.1999,Macs
415,Petrolina,BR,80.65,scattered clouds,-9.3986,-40.5008,JB Hotel
416,Ulladulla,AU,56.88,overcast clouds,-35.35,150.4667,Sandpiper Motel
417,Yellandu,IN,82.83,clear sky,17.6,80.3333,Chekuri Satyanarayana
418,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
422,Ahipara,NZ,61.75,light rain,-35.1667,173.1667,Ahipara Holiday Park
424,Santa Elena,EC,71.15,overcast clouds,-2.2333,-80.85,HOTEL CISNE II
425,Verkhovazhye,RU,57.25,overcast clouds,60.7472,42.0465,Guest house Uyut on Gagarina 4А
427,Dedovichi,RU,55.96,scattered clouds,57.5517,29.9502,"The hotel complex ""Rus"""
428,Augusto Correa,BR,73.17,moderate rain,-1.0217,-46.635,Fazenda Bacuri
429,Sabzevar,IR,81.75,clear sky,36.2126,57.6819,پزشکی قانونی سبزوار
430,Sao Filipe,CV,74.62,scattered clouds,14.8961,-24.4956,Hotel Xaguate
431,Seoul,KR,68.41,broken clouds,37.5683,126.9778,Lotte Hotel Seoul
432,Bykovo,RU,61.56,clear sky,55.6361,38.0803,Around the world
433,Kijang,KR,67.73,clear sky,35.2442,129.2139,Samyang Beach Villa
435,Vaitape,PF,81.0,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
436,Strelka,RU,55.49,overcast clouds,58.0728,93.0344,"Gostinitsa ""Angara"""
437,Guiglo,CI,74.44,clear sky,6.5456,-7.4966,Hotel GBAOLY 2
438,Marsa Matruh,EG,70.0,clear sky,31.3525,27.2453,Beau Site
440,Paita,PE,68.29,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
441,Lahaina,US,86.0,few clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
442,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
443,Ucluelet,CA,52.95,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
444,Omboue,GA,75.94,overcast clouds,-1.5746,9.2618,Hotel Olako
445,Enshi,CN,70.57,overcast clouds,30.3,109.4833,Moevenpick Enshi
446,Reconquista,AR,58.59,few clouds,-29.15,-59.65,Grand Hotel
448,Monrovia,LR,76.77,light rain,6.3005,-10.7969,Sunset Inn
449,Wenling,CN,70.88,clear sky,28.3669,121.36,Hanting Express Wenling Wanchang North Road
450,Pitimbu,BR,73.99,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
451,Annau,TM,78.3,clear sky,37.8876,58.516000000000005,Buzmein Sokak
452,Weinan,CN,73.09,overcast clouds,34.5036,109.5089,Thank Inn Chain Hotel shanxi weinan linwei district jiefang road
453,Puerto Madryn,AR,50.23,scattered clouds,-42.7692,-65.0385,Hotel Tolosa
454,Bengkulu,ID,73.58,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
455,Salalah,OM,84.29,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
457,Santa Gertrudis,MX,78.64,overcast clouds,19.7333,-99.3667,El Sitio Maya C. Recreativo
458,Houma,US,81.0,broken clouds,29.5958,-90.7195,Courtyard by Marriott Houma
463,Sinnamary,GF,76.01,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
466,Estelle,US,81.0,broken clouds,29.8458,-90.1067,Ohio
467,Aliaga,PH,80.1,overcast clouds,15.5167,120.8667,Jhenie rich ramos
468,Greencastle,US,81.81,overcast clouds,39.6445,-86.8647,College Inn
470,Gravdal,NO,53.08,overcast clouds,68.1214,13.5031,Skreda Rorbusuiter
471,Chiredzi,ZW,59.2,overcast clouds,-21.05,31.6667,The Nesbitt Arms
472,Igdir,TR,58.93,clear sky,39.9237,44.045,Hotel Golden Lightning
473,Ancud,CL,52.23,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
474,Macklin,CA,71.94,broken clouds,52.3334,-109.9348,Macklin Motor Inn
476,Rapla,EE,60.51,clear sky,59.0072,24.7928,Jõe Külalistemaja
477,Port Keats,AU,69.48,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
478,Kihei,US,86.02,few clouds,20.785,-156.4656,Maui Sunset
479,Valparaiso,CL,55.47,clear sky,-33.0393,-71.6273,Hotel Ultramar
480,Praya,CV,73.94,broken clouds,14.9215,-23.5087,LT Aparthotel
482,Pacifica,US,84.38,haze,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
483,Orange,US,87.62,broken clouds,33.7,-117.7675,Meadows
484,Richards Bay,ZA,58.06,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
485,Olean,US,83.1,scattered clouds,42.0776,-78.4297,Best Western Plus University Inn
486,Moose Factory,CA,73.4,broken clouds,51.2585,-80.6094,Moosonee Lilypad
490,Khandyga,RU,61.34,overcast clouds,62.6667,135.6,Apel'sin
491,Buala,SB,84.2,light rain,-8.145,159.5921,Maringe Lagoon Lodge
493,Teknaf,BD,81.86,overcast clouds,20.8624,92.3058,Forestry Guesthouse
494,Los Llanos De Aridane,ES,64.15,overcast clouds,28.6585,-17.9182,Valle Aridane
495,Bolobo,CD,71.13,scattered clouds,-2.1667,16.2333,Hotel de Stephen
498,Ceuta,ES,69.91,few clouds,35.8903,-5.3075,Ceuta Puerta de Africa
499,Bambanglipuro,ID,75.47,few clouds,-7.95,110.2833,Puri Brata
500,Oranjestad,AW,82.35,few clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
501,Solnechnyy,RU,55.81,light rain,50.7214,136.6319,Hotel complex Pastoral
502,Marrakesh,MA,80.67,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
503,Atambua,ID,71.85,scattered clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
504,Ormara,PK,83.17,scattered clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
505,Agvali,RU,51.17,scattered clouds,42.5385,46.1197,"Ooo Mtts ""Gornyye Vershiny"""
506,Margate,GB,63.03,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
507,Komsomolskiy,UZ,81.82,broken clouds,40.4272,71.7189,Ikathouse
508,North Myrtle Beach,US,78.39,scattered clouds,33.816,-78.68,Avista Resort
510,Pangkalanbuun,ID,73.96,broken clouds,-2.6833,111.6167,Grand Kecubung Hotel
511,Bukoba,TZ,66.18,few clouds,-1.3317,31.8122,Elct Bukoba Hotel and Tours
513,Port-Cartier,CA,59.22,broken clouds,50.0334,-66.8654,Le Q'Artier
514,Alexandria,EG,69.76,clear sky,31.2156,29.9553,Royal Crown Hotel
515,Plyussa,RU,55.99,broken clouds,58.4308,29.3654,Service hotel
516,Biak,ID,77.22,overcast clouds,-0.9131,122.8766,Penginapan Kim
517,Jawhar,SO,75.69,overcast clouds,2.7809,45.5005,cosoble spare parts
519,Iowa City,US,86.58,scattered clouds,41.6611,-91.5302,Hampton Inn Iowa City/University Area
520,Sur,OM,83.82,clear sky,22.5667,59.5289,Sur Plaza Hotel
521,Yuxia,CN,72.21,light rain,34.0615,108.6291,Shanchengxuan Hotel
522,Hami,CN,64.26,scattered clouds,42.8,93.45,Laoyutang Resort
523,Kenitra,MA,68.76,broken clouds,34.260999999999996,-6.5802,Bienvenue chez vous
524,Somerset West,ZA,71.98,clear sky,-34.084,18.8211,Lourens River Guesthouse BnB
526,Playas,EC,72.82,overcast clouds,-2.6333,-80.3833,Hostal Promenade
527,Guadalupe Y Calvo,MX,76.17,few clouds,26.1,-106.9667,Hotel Pizarro
528,Ibanda,TZ,76.44,broken clouds,-2.7974,32.4746,Lahe Hotel Mwanza
529,Rio Brilhante,BR,77.68,broken clouds,-21.8019,-54.5464,Hotel Cattani
530,Mattru,SL,76.14,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
531,Mae Ramat,TH,74.89,overcast clouds,16.984,98.5166,บ้านโฮ่งโฮมสเตย์ แม่ระมาด ตาก
532,Espanola,US,80.96,overcast clouds,35.9911,-106.0806,Santa Claran Hotel
534,Lingdong,CN,65.46,clear sky,46.5669,131.1453,Shengtianyuan Hotel
535,Shingu,JP,69.4,overcast clouds,33.7333,135.9833,Shingu UI Hotel
536,Kandrian,PG,80.35,light rain,-6.2167,149.55,Kandrian Station
538,Boa Vista,BR,85.98,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
539,Baghmara,IN,87.96,broken clouds,23.795,86.2085,Shankar tea shop
540,La Celia,CO,63.99,overcast clouds,5.0433,-76.0167,Finca La Estrella
542,Quatre Cocos,MU,75.31,light rain,-20.2078,57.7625,Emeraude Beach Attitude Hotel
543,Parksville,CA,54.68,overcast clouds,49.3163,-124.3195,Oceanside Village Resort Parksville
544,Domoni,KM,77.49,broken clouds,-12.2569,44.5319,Al Djadid
546,Vanimo,PG,78.62,moderate rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
547,Nouadhibou,MR,67.98,sand,20.930999999999997,-17.0347,El Medina
548,Thibodaux,US,80.98,overcast clouds,29.7958,-90.8229,Hampton Inn & Suites Thibodaux
549,Bijie,CN,62.96,overcast clouds,27.3125,105.2942,Four Points by Sheraton Bijie
550,Nelson Bay,AU,50.11,scattered clouds,-32.7167,152.15,Mantra Nelson Bay
551,Jimo,CN,79.32,clear sky,36.3897,120.4622,Thank Inn Chain Hotel Shandong Jimo Bus Station
553,Gidam,IN,79.0,broken clouds,18.9833,81.4,Dhanshree Lodge And DormItory
554,Noumea,NC,73.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
555,Veraval,IN,84.7,few clouds,20.9,70.3667,Lords Inn Somnath
556,Nanning,CN,73.85,few clouds,22.8167,108.3167,Nanning Travelling With Hostel
557,Mlimba,TZ,69.64,broken clouds,-8.8,35.8167,California Lodge
558,Barmer,IN,84.15,clear sky,25.75,71.3833,OYO 71911 Hotel Amber Palace
559,Kortkeros,RU,59.0,broken clouds,61.8106,51.5806,SCP FOUNDATION
561,Guozhen,CN,77.95,broken clouds,34.3659,107.359,Yucai Hotel
564,Lasa,IT,63.48,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
566,Shimoda,JP,72.16,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
567,Vila Velha,BR,73.35,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
569,Qena,EG,82.51,clear sky,26.1615,32.7183,"Grand hotel ""Quena"""
572,Mandan,US,82.38,clear sky,46.8267,-100.8896,Twin City Estates
573,Malindi,KE,78.15,light rain,-3.2175,40.1191,African House Resort
574,Labuhan,ID,77.23,few clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
575,Shache,CN,75.52,scattered clouds,38.4167,77.2406,Delong Hotel
576,Fujin,CN,65.64,clear sky,47.26,132.0322,Xilong Hotel Fujin Shop
577,Nantucket,US,82.51,clear sky,41.2835,-70.0995,Jared Coffin House
578,Ambon,ID,75.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
579,Svetlyy,RU,51.85,broken clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
581,Cherlak,RU,56.14,clear sky,54.155,74.8055,Zhiloy Kompleks Po Predostavleniyu Uslug Po Prozhivaniyu
583,Ambilobe,MG,70.2,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
585,Muisne,EC,80.71,overcast clouds,0.6,-80.0333,Quinta Samay
586,Suntar,RU,51.24,broken clouds,62.1444,117.6319,Дом у Мамы
587,Platanos,GR,67.57,scattered clouds,37.6667,21.6167,Hotel Kronio
590,Nipawin,CA,62.64,broken clouds,53.3668,-104.0009,Tobin Lake Motel
591,Binga,ZW,55.31,broken clouds,-17.6203,27.3414,Lakeview Inn Binga
594,Ardatov,RU,52.79,moderate rain,55.2421,43.097,Avtostantsiya Ardatov
595,Mikhaylovka,RU,56.1,broken clouds,50.06,43.2379,5 Komnat
596,Cap-Aux-Meules,CA,53.65,scattered clouds,47.3821,-61.8597,Auberge Madeli
597,Auki,SB,83.75,few clouds,-8.7676,160.7034,Auki Motel
598,Puerto Narino,CO,82.35,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
599,Cap Malheureux,MU,75.69,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
600,Cuamba,MZ,60.48,scattered clouds,-14.8031,36.5372,Hotel Vision
602,Vanderhoof,CA,60.87,overcast clouds,54.0166,-124.0198,Vanderhoof Inn
603,Terrace Bay,CA,76.62,broken clouds,48.7834,-87.1,Drifters Motel & Restaurant
604,Aswan,EG,83.77,clear sky,24.0934,32.907,Nuba Nile
605,Paramonga,PE,65.21,broken clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
607,Malinovoye Ozero,RU,56.71,clear sky,51.6753,79.7825,"Kemping ""Malinovoye Ozero"""
608,Basco,PH,83.89,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
610,Lillooet,CA,63.36,overcast clouds,50.6856,-121.94200000000001,Hotel Victoria
611,Linxia,CN,57.38,overcast clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
612,Chicama,PE,64.94,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
613,Sola,VU,77.67,overcast clouds,-13.8833,167.55,Leumerus Bungalows
615,Dir,PK,69.93,clear sky,35.2058,71.8756,Sindh Hotal Dir
618,Dicabisagan,PH,81.45,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
619,Taksimo,RU,51.46,overcast clouds,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
620,Matagami,CA,84.31,clear sky,49.7502,-77.6328,Hôtel Matagami
621,Capim Grosso,BR,69.58,scattered clouds,-11.3811,-40.0128,Hotel Veloso
622,Pokhara,NP,74.93,broken clouds,28.2333,83.9833,Butterfly Lodge
623,Neryungri,RU,68.67,broken clouds,56.6709,124.6491,Pyat' Zvozd
624,Itarema,BR,77.4,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
625,Bhinga,IN,87.62,clear sky,27.7167,81.9333,Kakardari office
628,Samarai,PG,78.67,overcast clouds,-10.6167,150.6667,Nuli Sapi
629,Beausejour,CA,78.73,scattered clouds,50.0622,-96.5167,The Superior Inn & Conference Centre
630,Tevriz,RU,52.5,scattered clouds,57.50899999999999,72.4042,Postoyalyy Dvor
631,Iranshahr,IR,89.76,clear sky,27.2025,60.6848,پلکه بزرگ
632,Bijar,IR,56.17,clear sky,35.8668,47.6051,رنگ فروشي جواهري
634,Sorong,ID,79.21,overcast clouds,-0.8833,131.25,waigo splash hotel
635,Along,IN,71.73,overcast clouds,28.1667,94.7667,Hotel West
636,Sokoni,TZ,78.66,light rain,-6.4333,39.55,Ujamaa Beach Resort
637,Namatanai,PG,82.0,moderate rain,-3.6667,152.4333,Seagulls Inn Namatani
639,Calamar,CO,87.75,overcast clouds,10.2511,-74.9146,Hostal Katyalex
640,Metro,ID,73.85,broken clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
641,Abu Kamal,SY,78.01,clear sky,34.4506,40.9171,محطة التلفاز
642,Saurimo,AO,59.9,clear sky,-9.6608,20.3916,Hotel Kawissa Saurimo
643,Broome,US,87.6,scattered clouds,42.2506,-75.833,Chenango Valley State Park
645,Kawalu,ID,71.01,broken clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
646,Lakes Entrance,AU,53.58,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
647,Conselheiro Pena,BR,72.7,overcast clouds,-19.1722,-41.4722,Hotel Bela Adormecida
648,Weiden,DE,63.14,overcast clouds,49.6775,12.1567,Klassik Hotel am Tor
649,Satu Mare,RO,55.35,clear sky,47.8,22.8833,Aurora
650,Wanning,CN,79.14,moderate rain,18.8003,110.3967,Paradise Hotel
651,Chapais,CA,76.78,broken clouds,49.7834,-74.8492,Hôtel Opémiska
652,Pailon,BO,74.88,overcast clouds,-17.65,-62.75,Alojamiento pailon
653,Jalalabad,AF,87.71,clear sky,34.4265,70.4515,انصاف چهاردهي هوټل
656,Garissa,KE,75.29,clear sky,-0.4536,39.6401,Sharif Plaza Hotel
657,San Policarpo,PH,79.14,overcast clouds,12.1791,125.5072,JM Lodge
658,Fort Nelson,CA,60.39,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
659,The Valley,AI,82.26,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
660,Launceston,AU,56.84,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
661,Sasso Marconi,IT,68.76,clear sky,44.3995,11.2495,Ca' Vecchia
662,Melfi,IT,63.3,scattered clouds,40.9965,15.6514,HOTEL TERME DI RAPOLLA
663,Destin,US,84.65,clear sky,30.3935,-86.4958,Inn On Destin Harbor-Ascend Hotel Collection
664,Muros,ES,60.1,scattered clouds,42.7762,-9.0603,Apartment Av. Castelao
666,Martinsville,US,86.68,broken clouds,36.6915,-79.8725,Hampton Inn Martinsville
667,Hargeysa,SO,71.49,few clouds,9.56,44.065,City Center Hotel
668,Tumaco,CO,77.58,overcast clouds,1.7986,-78.8156,Dafneruben
669,Kurumkan,RU,51.33,overcast clouds,54.3,110.3,Ilikchin
670,Linjiang,CN,60.37,clear sky,41.8069,126.9078,格林豪泰
671,Juba,SS,71.01,light rain,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
675,Erzin,TR,71.01,clear sky,36.9559,36.2,Artemis Otel
676,Haines Junction,CA,58.95,overcast clouds,60.7522,-137.5108,Parkside Inn
677,Mujiayingzi,CN,66.67,light rain,42.1167,118.7833,Jinjiang Hotel
679,Dunedin,NZ,52.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
680,Valreas,FR,64.9,few clouds,44.3837,4.9908,Maison d'Anvers
681,Huangchuan,CN,75.16,overcast clouds,32.1272,115.0394,Guangzhou International Hotel
682,Mecca,SA,85.55,few clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
684,Ratnagiri,IN,81.99,overcast clouds,16.9833,73.3,Hotel Landmark
685,Santa Maria,BR,58.3,overcast clouds,-29.6842,-53.8069,Hotel Morotin
687,Port Hawkesbury,CA,58.42,clear sky,45.6169,-61.3485,MacKenzie House Tourist Home B&B
688,Lichinga,MZ,51.89,clear sky,-13.3128,35.2406,Residencial Bendiak
691,Humaita,BR,79.54,moderate rain,-7.5061,-63.0208,Corrêa Hotel
693,Whitianga,NZ,58.01,light rain,-36.8333,175.7,Beachside Resort Whitianga
694,Sarangani,PH,82.53,overcast clouds,5.4033,125.4636,Ballistic Islet
695,Ca Mau,VN,79.7,overcast clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
696,Mayskiy,RU,58.44,broken clouds,47.6931,40.1025,Dio Lakrua
698,Asfi,MA,68.04,clear sky,32.2994,-9.2372,Hôtel Abda
699,Banjar,ID,78.66,few clouds,-8.19,114.9675,The Hamsa Resort
700,Curuguaty,PY,66.4,broken clouds,-24.4694,-55.6945,La Esquina del Tereré
701,Changji,CN,61.59,clear sky,44.0167,87.3167,Lvye Holiday Resort
702,Lorengau,PG,82.85,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
703,Bontang,ID,77.95,moderate rain,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
704,Mao,ES,61.36,clear sky,39.8885,4.2658,ARTIEM Capri
706,Horta,PT,64.24,overcast clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
707,Manosque,FR,66.76,broken clouds,43.8288,5.7869,Hôtel Restaurant Campanile Manosque
708,Sakakah,SA,83.77,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
709,Zanjan,IR,61.9,clear sky,36.6736,48.4787,Qasr Hotel
710,Yongan,CN,66.72,overcast clouds,39.6957,113.6871,Beiyue International Hotel
711,Michigan City,US,85.98,scattered clouds,41.7075,-86.895,Microtel Inn & Suites by Wyndham Michigan City
714,Zdvinsk,RU,53.83,clear sky,54.7021,78.661,Hotel Siberia
715,Gatton,AU,60.64,clear sky,-27.55,152.2833,Room Motels Gatton
716,Raton,US,81.05,clear sky,36.9034,-104.4391,"Holiday Inn Express & Suites Raton, an IHG Hotel"
717,Sjovegan,NO,62.2,scattered clouds,68.8726,17.8474,Sjøvegan cabin AS
718,Kapoeta,SS,82.04,broken clouds,4.7717,33.5903,Eastgate Hotel
719,Korla,CN,70.47,scattered clouds,41.7597,86.1469,Gulisitan Hotel
720,Lashio,MM,67.86,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
722,Manaure,CO,82.65,overcast clouds,11.7751,-72.4445,Hotel Palaaima
